"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","geodeticDatum","class","countryCode","country","identifier","recordedBy","catalogNumber","institutionCode","county","locality","fieldNumber","collectionCode","gbifID","occurrenceID","identifiedBy","coordinateUncertaintyInMeters","references","rightsHolder","http://unknown.org/nick","verbatimEventDate","datasetName","verbatimLocality","taxonID","http://unknown.org/occurrenceDetails","rights","eventTime","occurrenceRemarks","identificationID","informationWithheld","endDayOfYear","municipality","identificationVerificationStatus","language","type","vernacularName","taxonConceptID","startDayOfYear","datasetID","accessRights","higherClassification","sex","behavior","habitat","associatedReferences","locationID","fieldNotes","dynamicProperties","footprintWKT","lifeStage","elevationAccuracy","eventID","originalNameUsage","nameAccordingTo","samplingProtocol","dataGeneralizations"
"573","Aeshna juncea Linnaeus, 1758",9.13619,62.953083,"cdround,gass84","gbif","2858251472","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:19.917+0000",130,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Trøndelag",2020,8,29,2020-08-29,"2020-09-04T00:03:17.000+0000","2020-09-23T03:13:19.917+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:ce82244b-7737-4526-90e0-a16afab997c5","Steffen Adler|Ellen Bolli|Anders Røynstrand|Anne Marie Hareide|Odny Irene  Stavik|Ole Magne Stavik|Mathilde Norby Lorentzen","25108809","nef","Trøndelag","Aunsetra, Rindal, Tø",NA,"so2-bugs","2858251472","urn:uuid:ce82244b-7737-4526-90e0-a16afab997c5",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.72",NA,NA,NA,NA,"Rindal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","stationary",NA,"https://www.artsobservasjoner.no/Sighting/25108809","1496678","Activity: Dormant. Quantity: 1 Individuals","{""Activity"":""Dormant""}",NA,NA,NA,NA,NA,NA,NA,NA
"574","Aeshna juncea Linnaeus, 1758",-2.561137,53.593147,"cdround,gass84","gbif","2859901722","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:41:28.712+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-29T09:58:19",NA,NA,"England",2020,8,29,2020-08-29,"2020-08-29T18:26:45.000+0000","2020-09-27T12:41:28.712+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","GB","United Kingdom of Great Britain and Northern Ireland","57905217","Jon Bowen","57905217","iNaturalist",NA,NA,NA,"Observations","2859901722","https://www.inaturalist.org/observations/57905217","Roy Lowry",64,"https://www.inaturalist.org/observations/57905217","Jon Bowen","jbvalor","Sat Aug 29 2020 10:52:11 GMT+0100 (GMT+1)","iNaturalist research-grade observations","Great Britain, Bolton, England, GB","93434","https://www.inaturalist.org/observations/57905217","© Jon Bowen some rights reserved","08:52:11Z",NA,"126823145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Aeshna juncea Linnaeus, 1758",38.647228,56.103347,"cdround,gass84","gbif","2859948007","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T13:04:45.709+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-31T08:49:05",NA,NA,"Vladimir",2020,8,18,2020-08-18,"2020-08-31T09:47:49.000+0000","2020-09-27T13:04:45.709+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","RU","Russian Federation","58129407","<U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041E><U+043D><U+0438><U+0448><U+043A><U+043E>","58129407","iNaturalist",NA,NA,NA,"Observations","2859948007","https://www.inaturalist.org/observations/58129407","<U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041E><U+043D><U+0438><U+0448><U+043A><U+043E>",32,"https://www.inaturalist.org/observations/58129407","<U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041E><U+043D><U+0438><U+0448><U+043A><U+043E>","v_onishko","2020/08/18 9:14 AM MSK","iNaturalist research-grade observations","<U+041A><U+0438><U+0440><U+0436><U+0430><U+0447><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>","93434","https://www.inaturalist.org/observations/58129407","© <U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041E><U+043D><U+0438><U+0448><U+043A><U+043E> some rights reserved","06:14:00Z","hit by a car","127268794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Aeshna juncea Linnaeus, 1758",-121.698506,45.908357,"cdround,gass84","gbif","2859953755","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:51:47.515+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-29T13:56:14",NA,NA,"Washington",2020,8,28,2020-08-28,"2020-08-29T15:15:55.000+0000","2020-09-27T12:51:47.515+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","US","United States of America","57917730","Zach Kemp","57917730","iNaturalist",NA,NA,NA,"Observations","2859953755","https://www.inaturalist.org/observations/57917730","Zach Kemp",218,"https://www.inaturalist.org/observations/57917730","Zach Kemp","zvkemp","2020/08/28 1:36 PM PDT","iNaturalist research-grade observations","South Prairie Bog, Skamania County, WA","93434","https://www.inaturalist.org/observations/57917730","© Zach Kemp some rights reserved","20:36:00Z",NA,"126851456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Aeshna juncea Linnaeus, 1758",-2.463495,53.509868,"cdround,gass84","gbif","2859968755","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:41:59.967+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-09-08T12:29:31",NA,NA,"England",2020,8,29,2020-08-29,"2020-09-08T12:29:31.000+0000","2020-09-27T12:41:59.967+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","GB","United Kingdom of Great Britain and Northern Ireland","57915019","pnosbloom","57915019","iNaturalist",NA,NA,NA,"Observations","2859968755","https://www.inaturalist.org/observations/57915019","bazwal",19,"https://www.inaturalist.org/observations/57915019","pnosbloom","pnosbloom","Sat Aug 29 2020 14:16:22 GMT+0100 (GMT+1)","iNaturalist research-grade observations","Great Britain, Manchester, England, GB","93434","https://www.inaturalist.org/observations/57915019","© pnosbloom some rights reserved","12:16:22Z",NA,"128945980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Aeshna juncea Linnaeus, 1758",6.436245,45.802978,"cdround,gass84","gbif","2860017410","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:55:55.305+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-09-03T07:34:41",NA,NA,"Rhône-Alpes",2020,8,20,2020-08-20,"2020-09-03T10:10:02.000+0000","2020-09-27T12:55:55.305+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","58399253","vincesap","58399253","iNaturalist",NA,NA,NA,"Observations","2860017410","https://www.inaturalist.org/observations/58399253","vincesap",230,"https://www.inaturalist.org/observations/58399253","vincesap","vincesap","2020/08/20 9:52 AM CEST","iNaturalist research-grade observations","73400 Ugine, France","93434","https://www.inaturalist.org/observations/58399253","© vincesap some rights reserved","07:52:00Z",NA,"127843149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Aeshna juncea Linnaeus, 1758",31.211063,62.949466,"cdround,gass84","gbif","2860080650","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:41:40.799+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-28T18:41:24",NA,NA,"Eastern Finland",2020,8,24,2020-08-24,"2020-08-29T10:31:45.000+0000","2020-09-27T12:41:40.799+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FI","Finland","57851375","Jarkko Peltoniemi","57851375","iNaturalist",NA,NA,NA,"Observations","2860080650","https://www.inaturalist.org/observations/57851375","Jarkko Peltoniemi",5,"https://www.inaturalist.org/observations/57851375","Jarkko Peltoniemi","jarkkopeltoniemi","2020-08-24 3:25:58 PM GMT+03:00","iNaturalist research-grade observations","82967 Ilomantsi, Suomi","93434","https://www.inaturalist.org/observations/57851375","© Jarkko Peltoniemi some rights reserved","12:25:58Z",NA,"126706945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Aeshna juncea Linnaeus, 1758",60.059401,60.400317,"gass84","gbif","2860099734","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:41:33.733+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-29T10:25:04",NA,NA,"Sverdlovsk",2020,8,26,2020-08-26,"2020-08-29T12:20:28.000+0000","2020-09-27T12:41:33.733+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","RU","Russian Federation","57906236","svetlana_katana","57906236","iNaturalist",NA,NA,NA,"Observations","2860099734","https://www.inaturalist.org/observations/57906236","svetlana_katana",NA,"https://www.inaturalist.org/observations/57906236","svetlana_katana","svetlana_katana","2020/08/26 12:51 PM SST","iNaturalist research-grade observations","<U+0433>. <U+0421><U+0435><U+0432><U+0435><U+0440><U+043E><U+0443><U+0440><U+0430><U+043B><U+044C><U+0441><U+043A>, <U+0421><U+0432><U+0435><U+0440><U+0434><U+043B><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>","93434","https://www.inaturalist.org/observations/57906236","© svetlana_katana some rights reserved","23:51:00Z",NA,"126825802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Aeshna juncea Linnaeus, 1758",-2.596708,52.47625,"cdround,gass84","gbif","2860123958","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T13:04:45.471+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-30T21:47:38",NA,NA,"England",2020,8,30,2020-08-30,"2020-08-30T21:47:38.000+0000","2020-09-27T13:04:45.471+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","GB","United Kingdom of Great Britain and Northern Ireland","58062437","Andy Thomas","58062437","iNaturalist",NA,NA,NA,"Observations","2860123958","https://www.inaturalist.org/observations/58062437","odole",31,"https://www.inaturalist.org/observations/58062437","Andy Thomas","saltwellsbirder","2020/08/30 12:23 PM BST","iNaturalist research-grade observations","Brown Clee, Shropshire, UK","93434","https://www.inaturalist.org/observations/58062437","© Andy Thomas some rights reserved","11:23:00Z",NA,"127177279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Aeshna juncea Linnaeus, 1758",-123.594687,49.5158,"cdround,gass84","gbif","2860127755","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:41:34.332+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-29T14:07:22",NA,NA,"British Columbia",2020,8,28,2020-08-28,"2020-08-31T16:25:00.000+0000","2020-09-27T12:41:34.332+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","CA","Canada","57918766","pumakit","57918766","iNaturalist",NA,NA,NA,"Observations","2860127755","https://www.inaturalist.org/observations/57918766","pumakit",151,"https://www.inaturalist.org/observations/57918766","pumakit","pumakit","Fri Aug 28 2020 12:29:57 GMT-0700 (PDT)","iNaturalist research-grade observations","Sunshine Coast F, BC, CA","93434","https://www.inaturalist.org/observations/57918766","© pumakit some rights reserved","19:29:57Z","Mistletoe small ponds, on east trail. At least 5 seen flying slowly just over sedge and often dropping into it.","126853224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Aeshna juncea Linnaeus, 1758",60.013437,59.800558,"cdround,gass84","gbif","2860151729","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:57:59.157+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-29T12:24:51",NA,NA,"Sverdlovsk",2020,8,29,2020-08-29,"2020-08-29T12:24:51.000+0000","2020-09-27T12:57:59.157+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","RU","Russian Federation","57907907","Alexey Yabs","57907907","iNaturalist",NA,NA,NA,"Observations","2860151729","https://www.inaturalist.org/observations/57907907","<U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041E><U+043D><U+0438><U+0448><U+043A><U+043E>",NA,"https://www.inaturalist.org/observations/57907907","Alexey Yabs","naturalist39875","2020/08/29 2:33 PM +0500","iNaturalist research-grade observations","<U+0433>. <U+041A><U+0430><U+0440><U+043F><U+0438><U+043D><U+0441><U+043A>, <U+0421><U+0432><U+0435><U+0440><U+0434><U+043B><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>","93434","https://www.inaturalist.org/observations/57907907","© Alexey Yabs some rights reserved","09:33:00Z",NA,"126838061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Aeshna juncea Linnaeus, 1758",59.98054,57.936898,"cdround,gass84","gbif","2860154981","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:41:44.422+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-08-31T08:05:00",NA,NA,"Sverdlovsk",2020,8,30,2020-08-30,"2020-08-31T08:05:01.000+0000","2020-09-27T12:41:44.422+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","RU","Russian Federation","58051640","v_yudval","58051640","iNaturalist",NA,NA,NA,"Observations","2860154981","https://www.inaturalist.org/observations/58051640","<U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041E><U+043D><U+0438><U+0448><U+043A><U+043E>",61,"https://www.inaturalist.org/observations/58051640","v_yudval","v_yudval","2020/08/30 3:21 PM +0500","iNaturalist research-grade observations","<U+041D><U+0438><U+0436><U+043D><U+0438><U+0439> <U+0422><U+0430><U+0433><U+0438><U+043B>, <U+0421><U+0432><U+0435><U+0440><U+0434><U+043B><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>","93434","https://www.inaturalist.org/observations/58051640","© v_yudval some rights reserved","10:21:00Z",NA,"127265753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Aeshna juncea Linnaeus, 1758",36.45142,64.889785,"cdround,gass84","gbif","2860169207","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:50:20.877+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-09-01T21:49:57",NA,NA,"Arkhangel'sk",2020,8,2,2020-08-02,"2020-09-02T12:40:15.000+0000","2020-09-27T12:50:20.877+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","RU","Russian Federation","58282239","Andrei","58282239","iNaturalist",NA,NA,NA,"Observations","2860169207","https://www.inaturalist.org/observations/58282239","<U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041E><U+043D><U+0438><U+0448><U+043A><U+043E>",244,"https://www.inaturalist.org/observations/58282239","Andrei","ichman","2020/08/02 6:06 PM MSK","iNaturalist research-grade observations","<U+041F><U+0440><U+0438><U+043C><U+043E><U+0440><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+0410><U+0440><U+0445><U+0430><U+043D><U+0433><U+0435><U+043B><U+044C><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>","93434","https://www.inaturalist.org/observations/58282239","© Andrei some rights reserved","15:06:00Z",NA,"127590963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Aeshna juncea Linnaeus, 1758",-117.993797,49.24315,"cdround,gass84","gbif","2862505624","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T13:00:44.435+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2020-09-04T19:03:51",NA,NA,"British Columbia",2020,8,9,2020-08-09,"2020-09-06T16:27:47.000+0000","2020-09-27T13:00:44.435+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","CA","Canada","58531996","camerondeckert","58531996","iNaturalist",NA,NA,NA,"Observations","2862505624","https://www.inaturalist.org/observations/58531996","camerondeckert",4,"https://www.inaturalist.org/observations/58531996","camerondeckert","camerondeckert","2020/08/09 3:57 PM PDT","iNaturalist research-grade observations","Kootenay Boundary, BC, Canada","93434","https://www.inaturalist.org/observations/58531996","© camerondeckert some rights reserved","22:57:00Z",NA,"128126367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Aeshna juncea Linnaeus, 1758",9.270488,58.904782,"cdround,gass84","gbif","2863480407","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:12:47.506+0000",130,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Vestfold og Telemark",2020,8,25,2020-08-25,"2020-09-21T10:38:09.000+0000","2020-09-23T03:12:47.506+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:a17cf9b4-a6bd-45b0-85c5-aaad731658e1","Heiko Liebel","25220904","nef","Vestfold og Telemark","Rundtjenn, Sannidal, Kragerø, Vt",NA,"so2-bugs","2863480407","urn:uuid:a17cf9b4-a6bd-45b0-85c5-aaad731658e1",NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kragerø",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"feeding",NA,"https://www.artsobservasjoner.no/Sighting/25220904","1510444","Activity: Forage.","{""Activity"":""Forage""}",NA,NA,NA,NA,NA,NA,NA,NA
